id,N,D,C,E,I,K,F,P,S,V,APAAC3,APAAC4,APAAC5,APAAC6,APAAC10,APAAC19,_PolarizabilityC3,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC2,_SecondaryStrC3,_ChargeC2,_ChargeC3,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SecondaryStrT12,_SecondaryStrT13,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD1001,_PolarizabilityD2001,_SolventAccessibilityD1001,_SolventAccessibilityD2001,_SolventAccessibilityD2100,_SecondaryStrD2001,_SecondaryStrD3001,_ChargeD1001,_ChargeD1100,_ChargeD2001,_ChargeD3001,_ChargeD3075,_ChargeD3100,_PolarityD2001,_PolarityD3001,_NormalizedVDWVD1001,_NormalizedVDWVD2001,_HydrophobicityD1001,_HydrophobicityD1100,_HydrophobicityD2001,AP,RP,DI,DK,CL,CS,EI,IA,ID,IE,IK,LC,LP,KD,KE,KI,KF,FD,FE,PA,PR,PG,PP,PS,SC,SP,YI,VD,PAAC2,PAAC3,PAAC4,PAAC5,PAAC10,PAAC12,PAAC14,PAAC15,PAAC16,PAAC21,PAAC22,PAAC25,label
Positive_1021,4.342,3.596,1.696,7.056,3.867,6.038,4.206,5.292,8.345,9.43,5.075,4.203,1.982,8.248,4.52,4.441,0.224,0.291,0.288,0.306,0.277,0.802,0.107,0.33,0.318,0.383,0.393,0.224,0.291,0.395,0.202,0.237,0.277,0.242,0.252,0.018,0.16,0.212,0.167,0.17,0.136,0.271,0.136,0.204,99.932,0.814,0.136,0.204,99.661,0.068,1.493,72.999,99.729,0.136,0.204,0.136,0.271,0.204,99.932,0.136,0.54,0.07,0.14,0.2,0.2,0.07,0.2,0.27,0.07,0.0,0.2,0.14,0.81,0.48,0.34,0.14,0.27,0.0,0.07,0.27,0.0,0.27,0.07,0.48,0.0,0.27,0.34,0.41,1.666,2.318,1.92,0.905,2.064,3.223,2.245,2.825,4.455,4.663,4.479,4.692,1
Positive_407,3.54,5.31,1.991,7.965,6.195,6.637,5.973,5.088,6.195,4.204,4.111,6.167,2.312,9.251,7.195,5.653,0.27,0.332,0.25,0.292,0.257,0.748,0.133,0.283,0.361,0.356,0.374,0.27,0.332,0.361,0.244,0.246,0.228,0.259,0.251,0.038,0.188,0.262,0.195,0.202,0.442,1.106,0.885,1.549,100.0,0.664,0.442,2.876,100.0,0.221,1.549,70.575,97.345,0.442,1.549,0.442,1.106,1.549,100.0,0.442,0.22,0.67,0.67,0.44,0.22,0.22,0.44,0.22,0.0,0.89,0.67,0.44,0.44,0.67,0.44,0.67,0.0,0.0,0.22,0.22,0.67,0.44,0.0,0.22,0.0,0.0,0.67,0.0,2.636,1.757,2.636,0.988,3.076,3.295,2.965,2.526,3.076,4.962,5.198,5.471,1
Negative_976,0.559,4.749,2.514,6.704,1.117,3.073,2.235,9.497,4.749,6.425,0.446,3.787,2.005,5.346,0.891,2.451,0.237,0.271,0.274,0.215,0.257,0.763,0.115,0.372,0.307,0.444,0.318,0.237,0.271,0.439,0.204,0.21,0.258,0.252,0.266,0.034,0.157,0.168,0.148,0.137,0.838,1.397,0.838,0.559,98.603,1.117,1.397,0.559,98.324,0.279,5.587,83.52,98.603,0.838,0.559,0.838,1.676,0.559,98.603,0.838,1.12,0.56,0.0,0.28,0.84,0.0,0.28,0.0,0.0,0.0,0.0,0.28,1.12,0.0,0.0,0.28,0.0,0.0,0.0,1.4,0.28,0.0,0.84,0.0,0.28,0.28,0.0,0.0,4.557,0.276,2.348,1.243,0.552,1.519,1.105,4.695,2.348,4.765,5.022,5.228,0
Negative_364,1.163,2.326,3.488,9.884,2.326,6.977,1.744,9.302,5.814,2.907,0.439,0.877,1.315,3.728,0.877,0.658,0.331,0.378,0.279,0.169,0.209,0.68,0.122,0.262,0.401,0.32,0.349,0.331,0.378,0.302,0.304,0.234,0.205,0.164,0.251,0.058,0.129,0.234,0.234,0.211,2.907,1.163,2.326,1.163,93.605,2.326,1.744,4.07,89.535,0.581,1.163,54.651,93.605,1.744,1.163,1.744,1.163,1.163,93.605,1.744,0.58,1.17,0.0,0.0,0.58,0.0,0.58,0.0,0.0,0.58,0.58,0.0,1.17,0.58,0.58,0.0,0.0,0.0,0.0,0.0,1.75,0.0,1.17,1.17,0.58,0.58,0.0,0.0,6.292,0.572,1.144,1.716,1.144,3.432,0.858,4.575,2.86,4.874,4.874,5.027,0
Negative_456,5.362,5.094,2.949,7.239,4.826,5.094,4.558,6.166,5.63,4.558,4.981,4.732,2.739,6.725,4.483,3.735,0.282,0.324,0.273,0.282,0.314,0.761,0.123,0.33,0.354,0.41,0.308,0.282,0.324,0.399,0.239,0.28,0.231,0.253,0.245,0.024,0.191,0.234,0.175,0.188,0.536,2.413,1.34,2.681,100.0,0.536,1.072,2.949,99.732,0.268,6.434,73.727,98.391,0.536,2.145,0.536,2.413,2.681,100.0,0.536,0.0,0.54,0.27,0.0,0.54,0.0,0.0,0.54,0.27,0.54,0.27,0.27,0.54,0.27,0.0,0.27,0.0,0.54,0.27,0.81,0.27,0.54,0.0,0.54,0.0,0.0,0.54,0.0,3.164,2.637,2.505,1.45,2.373,2.505,2.242,3.032,2.769,5.026,5.39,5.029,0
Positive_150,3.388,5.395,1.004,7.654,4.768,7.779,4.893,5.019,4.141,6.775,2.849,4.537,0.844,6.437,4.01,2.005,0.256,0.341,0.197,0.266,0.282,0.728,0.13,0.317,0.351,0.381,0.363,0.256,0.341,0.351,0.226,0.29,0.202,0.225,0.244,0.052,0.175,0.212,0.192,0.191,0.251,0.627,0.251,0.502,100.0,0.627,1.255,0.502,99.624,0.125,4.015,87.578,99.498,0.251,0.376,0.251,0.753,0.502,100.0,0.251,0.13,0.63,0.5,0.38,0.25,0.13,0.63,0.5,0.5,0.25,0.13,0.0,0.5,0.88,1.01,0.13,0.13,0.25,0.38,0.5,0.5,0.88,0.5,0.0,0.0,0.0,0.13,0.38,3.093,1.637,2.607,0.485,2.304,3.76,2.365,2.426,2.001,4.922,5.401,5.251,1
Positive_404,4.385,5.847,2.192,7.065,4.629,6.09,2.558,6.577,6.943,8.161,3.715,4.953,1.857,5.985,3.921,3.611,0.247,0.307,0.298,0.3,0.297,0.762,0.129,0.323,0.328,0.403,0.35,0.247,0.307,0.386,0.226,0.227,0.239,0.243,0.239,0.039,0.183,0.223,0.18,0.179,0.365,0.244,0.244,0.731,99.878,0.244,0.365,0.731,99.878,0.122,3.532,74.909,98.173,0.365,0.731,0.365,0.244,0.731,99.878,0.365,0.49,0.49,0.24,0.73,0.49,0.12,0.49,0.37,0.24,0.12,0.24,0.12,0.73,0.73,0.61,0.12,0.12,0.12,0.12,0.73,0.24,0.49,0.24,0.49,0.24,0.61,0.12,0.12,2.456,2.268,3.024,1.134,2.394,3.149,1.323,3.401,3.59,4.729,5.058,4.856,1
Positive_877,3.261,3.94,1.495,3.668,6.114,4.484,3.261,6.25,9.918,4.755,2.212,2.672,1.014,2.488,4.146,1.474,0.227,0.289,0.314,0.249,0.285,0.83,0.076,0.342,0.332,0.397,0.376,0.227,0.289,0.406,0.18,0.185,0.244,0.216,0.218,0.015,0.121,0.178,0.154,0.144,0.272,1.63,0.679,0.272,97.283,0.408,0.272,2.717,95.245,0.136,0.272,81.25,97.283,0.408,0.272,0.272,1.63,0.272,97.283,0.408,0.41,0.0,0.14,0.0,0.27,0.0,0.27,0.82,0.27,0.41,0.14,0.0,0.14,0.14,0.0,0.27,0.27,0.0,0.14,0.27,0.0,0.54,0.95,0.95,0.27,0.68,0.14,0.27,2.701,1.801,2.176,0.826,3.376,2.476,1.801,3.451,5.477,4.241,4.374,4.716,1
Positive_741,3.49,5.763,1.461,5.601,4.708,7.224,4.789,4.789,6.169,6.25,3.428,5.661,1.435,5.502,4.625,3.269,0.25,0.296,0.246,0.265,0.291,0.778,0.114,0.366,0.314,0.438,0.312,0.25,0.296,0.417,0.197,0.281,0.231,0.226,0.26,0.026,0.18,0.206,0.17,0.175,0.162,0.893,0.162,0.244,100.0,0.568,0.162,0.244,100.0,0.081,0.731,77.11,99.432,0.162,0.244,0.162,0.893,0.244,100.0,0.162,0.57,0.16,0.41,0.24,0.0,0.24,0.08,0.49,0.08,0.32,0.41,0.0,0.65,0.32,0.73,0.57,0.24,0.16,0.41,0.57,0.16,0.41,0.08,0.32,0.08,0.16,0.0,0.32,1.832,1.79,2.956,0.749,2.415,3.706,2.457,2.457,3.164,4.976,5.022,4.945,1
Negative_554,2.034,2.203,2.627,3.136,3.136,5.085,0.932,10.339,7.373,6.78,2.037,2.206,2.631,3.141,3.141,1.019,0.223,0.266,0.344,0.253,0.277,0.827,0.053,0.438,0.303,0.486,0.291,0.223,0.266,0.485,0.174,0.232,0.278,0.249,0.27,0.008,0.087,0.161,0.126,0.135,0.169,0.254,0.254,0.339,99.407,0.169,0.424,0.508,99.407,0.085,0.678,73.729,98.898,0.169,0.339,0.169,0.254,0.339,99.407,0.169,1.1,0.34,0.17,0.25,0.85,0.08,0.08,0.0,0.0,0.08,0.17,0.25,0.68,0.0,0.17,0.42,0.0,0.0,0.0,1.36,0.59,0.68,1.19,0.85,0.25,0.85,0.0,0.17,3.672,1.088,1.178,1.405,1.678,2.72,0.499,5.531,3.944,4.889,4.624,4.774,0
Negative_1204,1.863,2.36,2.981,5.59,3.727,2.981,3.975,5.342,6.957,7.578,0.957,1.213,1.532,2.873,1.915,1.66,0.23,0.252,0.242,0.284,0.235,0.82,0.08,0.319,0.271,0.373,0.398,0.23,0.252,0.37,0.235,0.221,0.223,0.259,0.234,0.022,0.114,0.197,0.192,0.163,0.248,0.373,0.248,0.373,99.876,0.87,0.497,6.832,97.516,0.124,1.242,85.466,99.876,0.248,0.373,0.248,0.373,0.373,99.876,0.248,0.5,0.37,0.12,0.12,0.25,0.25,0.0,0.12,0.0,0.0,0.12,0.62,0.62,0.0,0.5,0.12,0.0,0.12,0.0,0.62,0.62,0.37,0.25,0.5,0.12,0.75,0.0,0.0,3.672,0.966,1.224,1.546,1.933,1.546,2.061,2.77,3.607,4.711,4.822,4.659,0
Negative_1135,5.773,5.773,3.166,5.4,3.352,1.862,5.773,7.263,7.263,6.145,5.06,5.06,2.775,4.733,2.938,3.101,0.244,0.298,0.289,0.298,0.324,0.801,0.112,0.328,0.326,0.417,0.339,0.244,0.298,0.391,0.229,0.228,0.244,0.213,0.241,0.019,0.172,0.218,0.181,0.166,0.372,0.745,0.559,0.931,99.441,2.048,0.372,0.931,98.324,0.186,6.331,75.978,98.138,0.372,0.931,0.372,1.117,0.931,99.441,0.372,0.56,0.56,0.37,0.0,0.19,0.0,0.56,0.56,0.0,0.0,0.0,0.19,0.37,0.19,0.19,0.0,0.0,0.56,0.19,0.56,0.19,0.37,0.37,0.37,0.0,0.75,0.0,0.19,3.542,2.968,2.968,1.628,1.723,0.957,2.968,3.734,3.734,4.689,5.043,4.907,0
Positive_891,3.56,5.728,0.0,6.037,5.418,4.18,2.941,6.656,4.025,8.669,3.207,5.16,0.0,5.439,4.881,3.626,0.252,0.316,0.248,0.269,0.274,0.763,0.118,0.324,0.347,0.381,0.367,0.252,0.316,0.395,0.2,0.253,0.206,0.257,0.245,0.033,0.184,0.225,0.177,0.171,1.393,0.31,0.774,0.464,100.0,0.774,0.31,1.238,97.678,0.155,1.393,76.316,99.845,0.31,0.464,0.31,0.464,0.464,100.0,0.31,0.62,0.62,0.31,0.0,0.0,0.0,0.16,0.78,0.62,0.16,0.16,0.0,0.31,0.47,0.16,0.0,0.0,0.31,0.47,0.62,0.0,0.78,0.47,0.62,0.0,0.0,0.0,0.47,3.816,1.755,2.824,0.0,2.671,2.061,1.45,3.281,1.984,5.019,5.191,4.989,1
Negative_969,3.497,4.995,3.397,6.394,3.896,5.694,4.396,6.993,5.694,5.794,3.299,4.712,3.205,6.032,3.675,2.357,0.258,0.334,0.252,0.263,0.284,0.756,0.114,0.323,0.36,0.407,0.336,0.258,0.334,0.374,0.229,0.29,0.202,0.251,0.231,0.028,0.186,0.237,0.181,0.204,0.599,0.2,0.2,0.699,100.0,0.2,0.4,0.699,100.0,0.1,1.698,62.837,97.203,0.4,0.699,0.4,0.2,0.699,100.0,0.4,0.2,0.5,0.3,0.3,0.2,0.3,0.6,0.4,0.1,0.3,0.3,0.4,0.5,0.4,0.2,0.2,0.3,0.1,0.2,0.3,0.8,0.7,0.7,0.4,0.5,0.2,0.1,0.4,3.647,1.749,2.498,1.699,1.948,2.848,2.199,3.497,2.848,5.124,4.874,5.106,0
Negative_387,2.746,3.89,2.059,5.263,3.89,6.178,2.288,6.865,8.696,10.297,4.702,6.661,3.526,9.012,6.661,1.959,0.215,0.297,0.261,0.254,0.281,0.796,0.092,0.314,0.332,0.373,0.412,0.215,0.297,0.359,0.222,0.239,0.22,0.243,0.243,0.025,0.135,0.232,0.181,0.197,0.458,0.915,0.458,1.602,100.0,1.373,0.915,1.602,100.0,0.229,6.407,81.922,97.941,0.458,1.602,0.458,2.517,1.602,100.0,0.458,0.46,0.0,0.46,0.23,0.46,0.0,0.46,0.23,0.0,0.0,0.0,0.23,0.23,0.23,0.69,0.0,0.0,0.0,0.0,0.46,0.23,1.15,0.0,0.69,0.23,0.69,0.0,0.69,2.607,1.422,2.014,1.066,2.014,3.199,1.185,3.555,4.503,4.533,5.012,4.945,0
Negative_580,3.578,2.862,2.683,3.578,4.651,2.862,6.44,4.651,7.513,5.725,1.903,1.522,1.427,1.903,2.473,1.522,0.225,0.209,0.275,0.317,0.265,0.868,0.064,0.354,0.222,0.41,0.365,0.225,0.209,0.395,0.176,0.183,0.328,0.242,0.231,0.009,0.106,0.163,0.152,0.14,0.358,0.537,0.358,1.073,99.463,0.716,0.537,1.789,98.39,0.179,3.936,61.36,99.463,0.358,1.073,0.358,0.894,1.073,99.463,0.358,0.72,0.36,0.0,0.0,0.72,0.18,0.0,0.0,0.0,0.18,0.54,0.36,0.72,0.18,0.0,0.36,0.0,0.0,0.0,0.36,0.36,0.36,0.0,0.54,0.18,0.54,0.18,0.18,2.167,1.969,1.575,1.477,2.56,1.575,3.545,2.56,4.135,4.412,4.492,4.47,0
Negative_1272,2.926,3.803,2.516,4.857,2.224,1.404,2.341,7.022,9.011,7.782,3.003,3.903,2.582,4.984,2.282,2.402,0.174,0.235,0.292,0.251,0.308,0.841,0.087,0.41,0.267,0.473,0.352,0.174,0.235,0.466,0.15,0.273,0.285,0.22,0.263,0.011,0.151,0.207,0.121,0.17,0.117,0.234,0.117,0.351,99.473,0.176,0.117,0.351,98.654,0.059,1.638,73.669,99.473,0.117,0.351,0.117,0.234,0.351,99.473,0.117,1.0,0.35,0.06,0.0,0.23,0.41,0.29,0.12,0.06,0.06,0.06,0.23,0.47,0.18,0.06,0.06,0.06,0.06,0.12,1.11,0.53,0.47,0.64,0.47,0.35,0.94,0.12,0.47,3.136,1.568,2.039,1.349,1.192,0.753,1.255,3.764,4.83,4.854,4.278,4.776,0
Negative_489,1.762,4.626,3.084,6.828,2.643,4.846,4.405,5.727,6.828,5.947,1.702,4.47,2.98,6.597,2.554,1.915,0.267,0.3,0.238,0.247,0.304,0.758,0.115,0.359,0.33,0.436,0.297,0.267,0.3,0.41,0.19,0.263,0.21,0.208,0.234,0.026,0.15,0.212,0.146,0.174,0.441,0.661,0.441,0.881,100.0,2.863,1.322,1.542,100.0,0.22,12.555,76.652,99.339,0.441,0.881,0.441,0.661,0.881,100.0,0.441,0.44,0.66,0.0,0.0,0.0,0.22,0.22,0.22,0.0,0.22,0.0,0.0,0.66,0.22,0.88,0.0,0.44,0.22,0.44,0.22,0.44,0.66,0.44,0.66,0.44,0.44,0.22,0.44,3.822,0.849,2.23,1.487,1.274,2.336,2.123,2.76,3.291,4.972,5.119,5.37,0
Positive_1047,2.672,2.29,1.145,4.58,8.779,4.198,8.015,4.008,8.206,7.824,1.21,1.037,0.519,2.074,3.976,1.469,0.244,0.2,0.252,0.355,0.256,0.859,0.069,0.344,0.214,0.378,0.378,0.244,0.2,0.389,0.208,0.17,0.272,0.272,0.193,0.013,0.086,0.161,0.178,0.128,0.382,0.573,1.145,0.573,99.618,0.382,0.763,0.954,98.473,0.191,0.573,68.893,99.618,0.382,0.573,0.382,0.573,0.573,99.618,0.382,0.38,0.38,0.38,0.19,0.0,0.0,0.57,1.15,0.0,0.0,0.38,0.19,0.19,0.19,0.19,0.0,0.38,0.0,0.38,0.19,0.38,0.19,0.0,0.19,0.0,0.19,0.57,0.0,1.661,1.453,1.246,0.623,4.775,2.284,4.36,2.18,4.464,4.297,4.705,4.784,1
Negative_352,3.929,5.714,5.0,5.0,5.714,8.929,1.786,5.0,5.714,3.571,3.414,4.964,4.344,4.344,4.964,4.344,0.279,0.332,0.261,0.282,0.257,0.743,0.107,0.307,0.343,0.414,0.307,0.279,0.332,0.368,0.222,0.265,0.233,0.29,0.229,0.047,0.14,0.251,0.176,0.204,0.714,1.429,0.714,3.571,98.929,1.429,2.857,3.571,98.929,0.357,17.143,72.857,98.214,0.714,3.571,0.714,1.429,3.571,98.929,0.714,0.36,0.0,0.0,1.08,0.36,0.36,0.36,0.36,0.72,0.72,1.79,0.36,0.72,0.72,0.36,0.72,0.36,0.0,0.0,0.72,0.36,0.36,0.0,0.36,1.08,0.0,0.0,0.72,3.028,1.959,2.85,2.494,2.85,4.453,0.891,2.494,2.85,4.556,5.062,5.409,0
Negative_1132,5.837,2.724,6.226,5.837,1.946,5.058,3.502,5.447,5.837,5.058,3.756,1.753,4.006,3.756,1.252,2.003,0.292,0.296,0.257,0.311,0.245,0.813,0.086,0.296,0.331,0.385,0.323,0.292,0.296,0.362,0.234,0.25,0.211,0.273,0.176,0.027,0.113,0.238,0.164,0.199,0.778,1.167,0.778,1.167,88.327,2.335,7.782,1.556,88.327,0.389,8.171,54.475,87.16,0.778,1.167,0.778,1.167,1.167,88.327,0.778,0.39,0.39,0.0,0.39,0.39,0.78,0.39,0.39,0.0,0.0,0.0,0.78,0.0,0.39,1.17,0.0,0.0,0.39,0.0,0.78,0.0,0.39,0.0,0.0,0.0,0.39,0.0,0.39,2.559,2.953,1.378,3.15,0.985,2.559,1.772,2.756,2.953,4.7,4.9,5.011,0
Negative_1122,4.065,2.439,1.626,2.439,3.252,5.691,3.252,4.065,12.195,6.504,4.085,2.451,1.634,2.451,3.268,4.903,0.26,0.228,0.309,0.301,0.301,0.862,0.049,0.358,0.252,0.398,0.341,0.26,0.228,0.431,0.23,0.197,0.295,0.189,0.254,0.0,0.098,0.213,0.205,0.18,1.626,2.439,2.439,1.626,100.0,9.756,1.626,4.878,100.0,0.813,1.626,61.789,93.496,15.447,1.626,1.626,2.439,1.626,100.0,4.065,0.82,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.82,0.82,1.64,0.0,0.0,0.0,0.82,1.675,2.094,1.256,0.838,1.675,2.932,1.675,2.094,6.282,4.68,4.559,5.03,0
Negative_906,3.448,4.741,4.741,4.741,3.664,6.034,2.371,7.328,6.25,6.681,3.273,4.5,4.5,4.5,3.478,4.091,0.248,0.291,0.272,0.28,0.297,0.776,0.095,0.328,0.304,0.422,0.33,0.248,0.291,0.384,0.235,0.287,0.248,0.229,0.21,0.028,0.145,0.257,0.175,0.225,0.431,0.862,0.431,1.509,99.784,5.388,0.431,1.509,96.767,0.216,7.759,67.672,98.491,0.431,1.293,0.431,2.155,1.509,99.784,0.431,0.43,0.43,0.22,0.65,0.0,0.65,0.0,0.22,0.22,0.0,0.43,0.0,0.43,0.22,0.65,0.43,0.22,0.0,0.0,1.3,0.43,0.65,1.08,0.43,0.43,1.08,0.0,0.65,3.46,1.73,2.379,2.379,1.838,3.027,1.19,3.676,3.136,5.218,4.769,5.022,0
Negative_5,3.738,4.206,0.935,4.206,3.738,8.411,3.271,4.673,7.944,6.075,3.301,3.714,0.826,3.714,3.301,0.412,0.243,0.322,0.257,0.229,0.294,0.762,0.084,0.36,0.346,0.411,0.346,0.243,0.322,0.388,0.207,0.315,0.31,0.188,0.216,0.009,0.113,0.239,0.169,0.225,1.869,0.935,0.935,2.336,95.794,0.935,1.869,2.336,94.393,0.467,16.355,80.841,95.794,1.869,2.336,1.869,0.935,2.336,95.794,1.869,0.47,0.94,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.0,1.41,0.0,0.0,0.47,0.47,0.0,0.0,0.0,0.94,0.94,0.0,0.47,0.47,0.0,0.0,0.47,3.535,1.885,2.121,0.472,1.885,4.242,1.65,2.357,4.007,5.049,4.9,4.958,0
Positive_1016,4.556,5.086,1.725,5.661,5.661,5.705,5.219,4.644,7.961,7.43,3.409,3.805,1.291,4.236,4.236,2.284,0.248,0.294,0.255,0.302,0.287,0.79,0.107,0.299,0.312,0.367,0.385,0.248,0.294,0.347,0.227,0.241,0.217,0.231,0.221,0.021,0.159,0.223,0.197,0.194,0.088,0.133,0.088,0.265,99.867,0.133,0.221,0.354,99.823,0.044,1.238,69.483,99.867,0.088,0.265,0.088,0.265,0.265,99.867,0.088,0.13,0.18,0.44,0.13,0.13,0.04,0.18,0.27,0.22,0.13,0.31,0.22,0.66,0.4,0.44,0.44,0.04,0.13,0.13,0.35,0.18,0.44,0.35,0.44,0.09,0.35,0.09,0.4,2.333,2.356,2.63,0.892,2.927,2.95,2.699,2.401,4.117,4.695,5.008,4.884,1
Negative_760,5.503,4.832,2.282,4.698,4.027,2.953,4.161,7.383,6.309,5.772,6.497,5.705,2.694,5.547,4.754,3.011,0.242,0.314,0.254,0.255,0.301,0.787,0.095,0.325,0.323,0.396,0.362,0.242,0.314,0.36,0.21,0.246,0.233,0.2,0.269,0.023,0.155,0.23,0.173,0.2,0.268,0.403,0.268,1.342,99.732,0.403,0.268,1.342,99.597,0.134,1.879,72.483,99.732,0.268,1.342,0.268,0.403,1.342,99.732,0.268,0.13,0.13,0.13,0.27,0.13,0.13,0.27,0.27,0.27,0.0,0.27,0.0,1.34,0.0,0.13,0.27,0.0,0.13,0.13,1.08,0.81,0.4,0.27,0.13,0.27,0.27,0.0,0.81,4.359,2.708,2.378,1.123,1.982,1.453,2.048,3.633,3.105,4.95,5.233,5.403,0
Positive_1152,3.349,3.11,0.718,6.22,4.785,3.828,5.024,5.981,5.502,6.938,3.264,3.031,0.7,6.062,4.664,3.264,0.237,0.263,0.251,0.266,0.268,0.823,0.093,0.33,0.304,0.368,0.395,0.237,0.263,0.404,0.237,0.285,0.259,0.249,0.269,0.014,0.144,0.247,0.192,0.201,1.196,0.478,0.478,0.718,99.761,0.478,1.914,4.785,97.608,0.239,3.349,75.12,98.804,1.196,0.718,1.196,0.478,0.718,99.761,1.196,0.48,0.24,0.0,0.24,0.0,0.0,0.24,0.0,0.24,0.48,0.24,0.24,0.72,0.0,0.24,0.0,0.0,0.0,0.48,0.0,0.24,0.96,0.48,0.0,0.0,0.24,0.0,0.48,2.346,1.729,1.605,0.371,2.47,1.976,2.593,3.087,2.84,4.901,4.821,4.71,1
Positive_65,3.698,5.305,2.733,7.717,3.859,6.913,3.537,9.003,7.878,5.145,2.81,4.031,2.077,5.864,2.932,2.565,0.232,0.299,0.32,0.277,0.317,0.78,0.13,0.352,0.33,0.432,0.336,0.232,0.299,0.416,0.216,0.217,0.246,0.224,0.262,0.029,0.203,0.205,0.158,0.161,0.965,0.482,0.804,0.322,98.553,0.804,0.643,0.322,96.945,0.161,0.482,75.563,98.553,0.965,0.322,0.965,0.482,0.322,98.553,0.965,0.32,0.16,0.0,0.0,0.32,0.16,0.64,0.0,0.16,0.16,0.48,0.0,0.81,0.32,0.81,0.48,0.0,0.16,0.16,0.64,0.16,0.81,0.97,0.97,0.32,0.64,0.48,0.32,1.134,2.007,2.879,1.483,2.095,3.752,1.92,4.887,4.276,4.532,4.369,4.643,1
Positive_824,0.855,5.983,1.709,8.547,3.419,4.274,3.419,5.983,3.419,5.128,0.555,3.886,1.11,5.552,2.221,0.555,0.162,0.316,0.162,0.197,0.231,0.744,0.145,0.436,0.316,0.513,0.325,0.162,0.316,0.444,0.129,0.328,0.19,0.198,0.259,0.026,0.207,0.138,0.112,0.138,1.709,10.256,1.709,11.111,100.0,9.402,6.838,11.111,82.906,0.855,11.966,85.47,100.0,1.709,11.111,1.709,11.966,11.111,100.0,1.709,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.86,0.0,0.0,0.86,0.86,0.0,0.0,0.0,0.0,0.0,0.86,0.86,0.86,0.0,0.0,0.0,0.0,0.0,0.86,3.486,0.436,3.05,0.871,1.743,2.179,1.743,3.05,1.743,4.688,4.979,4.981,1
Negative_1077,3.242,4.266,2.901,7.338,5.461,3.242,4.437,6.655,9.386,8.362,2.773,3.649,2.482,6.277,4.672,2.19,0.229,0.268,0.295,0.309,0.292,0.8,0.116,0.321,0.3,0.392,0.379,0.229,0.268,0.379,0.179,0.176,0.284,0.203,0.256,0.036,0.162,0.186,0.145,0.144,0.683,0.341,0.683,0.341,99.829,1.536,0.512,1.877,99.829,0.171,0.341,64.164,97.952,0.512,0.341,0.512,0.341,0.341,99.829,0.512,0.17,0.34,0.0,0.34,0.34,0.34,0.0,0.17,0.0,0.34,0.0,0.68,0.68,0.34,0.68,0.0,0.0,0.17,0.0,0.85,0.0,0.34,0.0,0.68,0.34,1.03,0.0,0.17,2.688,1.702,2.24,1.523,2.868,1.702,2.33,3.495,4.929,4.141,4.5,5.015,0
Negative_1300,2.058,4.938,2.881,6.173,2.469,2.469,1.646,9.053,6.584,7.819,1.744,4.185,2.442,5.231,2.092,3.836,0.259,0.259,0.292,0.28,0.3,0.778,0.111,0.379,0.284,0.457,0.284,0.259,0.259,0.449,0.215,0.215,0.252,0.244,0.248,0.029,0.136,0.202,0.178,0.161,0.823,1.235,1.646,4.115,86.42,2.881,0.823,9.877,85.597,0.412,4.115,47.325,86.42,0.823,4.115,0.823,2.881,4.115,86.42,0.823,1.24,0.0,0.41,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.41,0.0,0.41,0.0,0.0,0.41,1.24,0.41,0.41,2.07,0.0,0.0,2.07,0.0,0.0,4.191,0.998,2.395,1.397,1.197,1.197,0.798,4.391,3.193,4.852,5.117,5.315,0
Positive_962,4.587,3.211,3.211,11.927,6.422,5.046,3.67,0.0,6.422,10.55,3.499,2.449,2.449,9.098,4.899,3.499,0.239,0.317,0.229,0.372,0.193,0.752,0.151,0.266,0.335,0.33,0.431,0.239,0.317,0.33,0.235,0.249,0.212,0.323,0.194,0.023,0.24,0.249,0.217,0.184,0.917,1.835,0.917,1.376,100.0,3.67,0.917,1.376,95.413,0.459,10.55,67.89,100.0,0.917,1.376,0.917,1.835,1.376,100.0,0.917,0.0,0.0,0.0,0.46,0.0,0.0,0.46,0.46,0.0,0.46,0.0,0.46,0.0,0.46,0.46,1.84,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.92,2.365,2.365,1.655,1.655,3.311,2.601,1.892,0.0,3.311,4.686,4.771,5.22,1
